question_id,source_key,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,origin,content_sha256,raw_form_sha256
b25,illes-balears|2022|caso-2|26,Illes Balears,2022,aparato-digestivo,caso-2,25,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta falsa en relación con el manejo inicial de la enfermedad por reflujo gastroesofágico:",Las modificaciones en el estilo de vida son fundamentales en el manejo de la enfermedad por reflujo gastroesofágico.,La disfagia debe considerarse un síntoma de alarma para valorar hacer una gastroscopia.,Se puede considerar suspender el tratamiento médico en pacientes con ERGE no complicado que responden a ocho semanas de tratamiento con inhibidores de la bomba de protones.,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",d,"En los pacientes con gastroscopia normal y con pirosis que no responden al tratamiento médico con inhibidores de la bomba de protones, se debe descartar una enfermedad por reflujo gastroesofágico y no se deben hacer otros estudios.",negated,12,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,939bd030fb3627eb0a1eed937267212fb9ce4a60cd4df3e70b33cd2ee9bd159c,47d98ce817a43ff819bf8bf87be46801ff1a080d20355374ebb9e977f7f6121b
r013,la-rioja|2024|main|51,La Rioja,2024,aparato-digestivo,main,51,El déficit de alfa-1 antitripsina es un trastorno hereditario con un patrón de herencia:,Intermedio.,Recesivo.,Dominante.,Codominante.,d,Codominante.,,14,AD_LA_RIOJA_2023_2024__EXAM__exam__fea-aparato-digestivo-2025.pdf,AD_LA_RIOJA_2023_2024__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2025.pdf,replacement22_2026-08-04,4b74a558be2e42b28471dbc124d53cb48bf1cdbe57e324b2f77a8a517a7a343e,4b74a558be2e42b28471dbc124d53cb48bf1cdbe57e324b2f77a8a517a7a343e
r014,castilla-la-mancha|2017|main|55,Castilla-La Mancha,2017,aparato-digestivo,main,55,La clasificación de Atlanta permite diferenciar las colecciones fluidas peripancreáticas en función de la presencia de necrosis y de su tiempo de evolución. ¿Cómo se denomina una colección peripancreatica que se presenta en las primeras 4 semanas de una pancreatitis aguda intersticial edematosa?,Pseudoquiste pancreático,Necrosis encapsulada,Colección liquida aguda peripancreática,Colección necrótica aguda,c,Colección liquida aguda peripancreática,,10,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,replacement22_2026-08-04,5b5904213e4f70b40eab2a71604b9df09e4fdd48b2d6db6fbc02b79488f6f46a,5b5904213e4f70b40eab2a71604b9df09e4fdd48b2d6db6fbc02b79488f6f46a
b26,illes-balears|2022|caso-2|27,Illes Balears,2022,aparato-digestivo,caso-2,26,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta falsa en referencia a los mecanismos fisiopatológicos de la enfermedad por reflujo gastroesofágico:",La hipotonía del esfínter esofágico inferior es un factor predisponente.,Las relajaciones transitorias del esfínter esofágico inferior pueden ser responsables de hasta el 60 % de los episodios de reflujo gastroesofágico (RGE).,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,El vaciamiento gástrico es otro factor que hay que tener en cuenta.,c,Las alteraciones de la motilidad del cuerpo esofágico no influyen en el reflujo gastroesofágico.,negated,12,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,5eceae15bd81c58f863d274997e8a560c84dba9717d9b5d914e1daf55ebfdc99,0c6a3ed4f3926e5670488b168d4fc2983b4ee0d842bac56188617c18edf5035a
b27,illes-balears|2022|caso-2|28,Illes Balears,2022,aparato-digestivo,caso-2,27,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta correcta en referencia a los diferentes fenotipos de presentación de la enfermedad por reflujo gastroesofágico:",La enfermedad por reflujo gastroesofágico no erosivo supone menos del 50 % de todos los casos de reflujo.,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,El reflujo no erosivo se asocia a exposiciones normales de ácido en el esófago sin lesiones de la mucosa esofágica.,La enfermedad por reflujo gastroesofágico erosiva es más frecuente que la no erosiva y se clasifica según la clasificación de Los Ángeles.,b,No hay diferencias en la gravedad de la pirosis entre los diferentes fenotipos de reflujo gastroesofágico.,,12,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,2f704ddce6331088b97be2d19c9dfb939dd6f20ecaa05ffd3b34b5f7b28b38c7,766549bc76836bd8e754e64ed86437379bf42130183ac81a255f42b66f5c8d87
r015,la-rioja|2024|main|98,La Rioja,2024,aparato-digestivo,main,98,"Respecto a la puntuación de Glasgow-Blatchford en la hemorragia digestiva alta, ¿Cuál de los siguientes parámetros forma parte de la puntuación?:",Edad.,Vaso visible,Nivel de urea en sangre.,Presión arterial media.,c,Nivel de urea en sangre.,,25,AD_LA_RIOJA_2023_2024__EXAM__exam__fea-aparato-digestivo-2025.pdf,AD_LA_RIOJA_2023_2024__CORRECTION__correction__plantilla-respuestas-modificada-fea-aparato-digestivo-2025.pdf,replacement22_2026-08-04,5e6b1c416fec0a72ab34bc77ac97929007fcd35467acef544f0f6a9be0313d26,5e6b1c416fec0a72ab34bc77ac97929007fcd35467acef544f0f6a9be0313d26
r016,galicia|2016|main|92,Galicia,2016,aparato-digestivo,main,92,"¿Como clasificaría según la Clasificación de Forrest a un paciente de 56 años con una úlcera duodenal de 3 cms que en el momento de realizarse la endoscopia presenta un vaso visible, pero que no está sangrando en ese instante?.",Ia.,Ib.,IIa,IIb.,c,IIa,,22,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,replacement22_2026-08-04,340877645268b213bd76a4f0c9c36622acd44ebed3c52395220f748c8ce69eed,340877645268b213bd76a4f0c9c36622acd44ebed3c52395220f748c8ce69eed
b28,illes-balears|2022|caso-2|29,Illes Balears,2022,aparato-digestivo,caso-2,28,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta falsa respecto a la utilidad de la endoscopia digestiva en el diagnóstico de la enfermedad por reflujo gastroesofágico:",La sensibilidad en el diagnóstico de la enfermedad por reflujo gastroesofágico es escasa.,Existe una buena correlación entre la intensidad o la frecuencia de los síntomas de ERGE y la gravedad de las lesiones endoscópicas.,La biopsia esofágica añade poca información a la endoscopia en la valoración de la esofagitis.,"La endoscopia de seguimiento es generalmente innecesaria y solo está indicada en determinados casos (pacientes que no responden al tratamiento, control de esofagitis por reflujo grado C-D, seguimiento de esófago de Barrett, necesidad de biopsias para clarificar el diagnóstico).",b,Existe una buena correlación entre la intensidad o la frecuencia de los síntomas de ERGE y la gravedad de las lesiones endoscópicas.,negated,13,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,f516a21d94c475ef442b2a0b512b68e3664b8ce4559c013d67467c13d661bae3,b876c402269b4e0d7613eb1a0d49f3377c48483aaf7fad4b2c3a4cd9f37e099a
r017,castilla-la-mancha|2017|main|31,Castilla-La Mancha,2017,aparato-digestivo,main,31,En la clasificación de Montreal para colitis ulcerosa (señale la verdadera),E0: colitis quiescente.,E1: colitis extensa.,E2: colitis izquierda.,E3: proctitis ulcerosa.,c,E2: colitis izquierda.,,6,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,replacement22_2026-08-04,daac89657522c023bb9e3e998ee38be2bc95c69f4a78c30d56db7cb3f8d15ea9,daac89657522c023bb9e3e998ee38be2bc95c69f4a78c30d56db7cb3f8d15ea9
b29,illes-balears|2022|caso-2|30,Illes Balears,2022,aparato-digestivo,caso-2,29,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

Señale la respuesta correcta en referencia a las siguientes afirmaciones sobre la esofagitis por reflujo de grado C de la clasificación de Los Ángeles","Supone una o más lesiones de la mucosa, igual o menor de 5 mm de longitud, sin confluencia.","Supone una o más lesiones de la mucosa, con confluencia y afectación de más del 75 % de la circunferencia esofágica.","Supone una o más lesiones de la mucosa, con confluencia y afectación menor del 75 % de la circunferencia del esófago.","Supone una o más lesiones de la mucosa, superior a 5 mm de longitud, sin confluencia.",c,"Supone una o más lesiones de la mucosa, con confluencia y afectación menor del 75 % de la circunferencia del esófago.",,13,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,70372455a58763598b00b870e0e398b0ab6ff48604b2b97bb488f9922411dd6d,a1928cb06e827ea189b73b35c59c13ec1d027fb608fb9b04df14d55340d88634
b30,illes-balears|2022|caso-2|31,Illes Balears,2022,aparato-digestivo,caso-2,30,"Varón de 63 años remitido a la unidad de endoscopia para hacerle una gastroscopia por un reflujo de larga evolución (superior a 10 años). El paciente es obeso, hipertenso y fumador. Refiere disfagia a sólidos desde hace un mes. Se hace una gastroscopia que detecta a 32 cm de las arcadas dentarias la presencia de una mucosa ectópica que se extiende hasta la unión esofagogástrica situada a 38 cm de las arcadas dentarias en donde se aprecian signos de esofagitis por reflujo grado C.
Se pauta un tratamiento médico y se hace una nueva gastroscopia a las ocho semanas. En ella se aprecia la mucosa ectópica descrita previamente sugestiva de esófago de Barrett (C5M6) con una cicatrización completa de la esofagitis por reflujo y a 35 cm de las arcadas dentarias se aprecia un área irregular sobreelevada de unos 8 mm (0-Is) diferente al resto de la mucosa circundante. Se hacen biopsias de forma aleatoria de la lesión descrita, suponiendo que puede tratarse de un esófago de Barrett según el protocolo de Seattle. Los resultados de la lesión visible en el esófago confirman un esófago
de Barrett con metaplasia intestinal y presencia de focos de displasia de grado alto y las biopsias aleatorias confirmaban el esófago de Barrett sin displasia. Se planifica una estrategia de tratamiento y seguimiento.

¿Qué técnica de estudio es de más utilidad para un diagnóstico correcto en un paciente con síntomas de reflujo gastroesofágico que no responde al tratamiento con inhibidores de la bomba de protones?",Manometría de alta resolución.,PH-metría ambulatoria 24 h de doble canal.,Impedancia intraluminal multicanal asociada a pH-metría.,Bilitec™.,c,Impedancia intraluminal multicanal asociada a pH-metría.,,13,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-supuesto-2.pdf,retained318,b1b12135b689720f90997ecc1896d87b22f84f0a20a06390257b83534b865818,5ffcba30145ce717082c0517dc71009f10516850f818824acf70482883d5e985
