deterministic_rank,difficulty_rank_min,difficulty_rank_max,difficulty_tier_wrong_models,correct_models_B,difficulty_fraction,selection_status,cutoff_tie,tie_break_namespace,tie_break_sha256,primary_500_position,question_id,source_key,origin,replacement_id,replaces_question_id,candidate_id,region,year,specialty,exam_part,question_number,negated_stem,correct_letter,correct_option_text,question_text,option_a,option_b,option_c,option_d,content_sha256,raw_form_sha256,source_form_input_char_count,wrong_models_B,selected_letters_B,correct_models_A,gemini_selected_letter_B,gemini_strict_correct_B,gemini_strict_correct_A,glm_selected_letter_B,glm_strict_correct_B,glm_strict_correct_A,qwen_selected_letter_B,qwen_strict_correct_B,qwen_strict_correct_A,gemma_selected_letter_B,gemma_strict_correct_B,gemma_strict_correct_A
11,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,7b5685d09e9359308db8e1137c9b69728aa8d6cbb222ecab81022301ee654ed7,430,n112,andalucia|2022|cuestionario-teorico|46,new182,,,,Andalucía,2022,aparato-digestivo,cuestionario-teorico,46,False,c,Ninguna de las respuestas anteriores es correcta.,"Un hombre de 41 años, con historia de síndrome de intestino corto y en nutrición parenteral domiciliaria en los últimos 2 años, acude a consulta por presentar ictericia franca de piel y mucosas, así como varios episodios de confusión que le impedían realizar tareas sencillas. Refiere aumento del perímetro abdominal y disminución de la diuresis. En la exploración se apreció ascitis no a tensión, edemas maleolares bilaterales, así como asterixis. Hemoglobina 10 g/dl; plaquetas: 109.000 cels/mcL; bilirrubina total 8 mg/dl; fosfatasa alcalina 155 U/L; AST: 40 U/L; ALT: 50 U/L; creatinina 1,8 mg/dl; INR: 1,9. En la planificación del manejo a largo plazo de este paciente, ¿cuál sería su mejor opción?",Trasplante intestinal.,Agonistas GLP-2 (Teduglutide).,Ninguna de las respuestas anteriores es correcta.,Optimización de la nutrición parenteral domiciliaria.,5837fbd2f5a79b53d88a7f24beda3029fe805e607dfd1ea839b0496f81380917,e58325f44d454337921f5e71743dfd6031fc1a71ea50f7f9b134d341ab9bb8a3,857,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=a;GLM 5.2=a;Qwen 3.6 35B=a;Gemma 4 26B=a,4,a,0,1,a,0,1,a,0,1,a,0,1
12,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,8b078266b383da862a6f38df93784dda1b8d209da31f15c6814c0dad69877c1a,232,b355,la-rioja|2021|main|37,retained318,,,,La Rioja,2021,aparato-digestivo,main,355,True,d,Ninguna de las respuestas anteriores es correcta.,"En relación al carcinoma hepatocelular, señale la respuesta falsa:",La determinación de AFP no es útil para el diagnóstico del carcinoma hepatocelular.,Respecto a la radioembolización transarterial (TARE) no existe evidencia científica para recomendar esta opción terapéutica en pacientes con carcinoma hepatocelular avanzado.,En los estudios publicados se ha mostrado que la RM con contraste órgano-específica no ofreció mayor sensibilidad ni precisión diagnóstica respecto a la RM con contraste extracelular.,Ninguna de las respuestas anteriores es correcta.,3b6a8ac9553958ed20551f0925b36cdd5c957d2a41fbc5107be8bde3eb7ea9f8,e5db922f59f229a9934ed5cdd1fb1537db4f706d28dfb765a38258aabb7c67ea,555,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,1,c,0,1,c,0,0,c,0,0,a,0,0
13,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,9509253bab59f6f98ac6f41b2e2f38c5f2617b350b65d88f89efc7eb89da7a6a,130,b196,comunidad-de-madrid|2021|main|135,retained318,,,,Comunidad de Madrid,2021,aparato-digestivo,main,196,False,b,Ninguna de las respuestas anteriores es correcta.,En el contexto de un paciente con colangitis biliar primaria ¿qué hallazgo histológico es característico y se considera diagnóstico cuando se observa en la biopsia hepática?,Cuerpos de Councilman,Ninguna de las respuestas anteriores es correcta.,Fibrosis en puentes,Granulomas no caseificantes,daef912619d7020bb153fd0e2e7ede33bfb1fcbd754754b5c73ac80c1d6d87c9,f68758a4dfa4aebaa4ea0d070e7358b0c02839267ea1000a665cbdb97ca88f50,289,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,4,d,0,1,d,0,1,d,0,1,d,0,1
14,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,ad286c951f4b6fb6308f0ae3670e71febf9d860f0707cdfa5c645f39fd7bb7ae,448,n130,castilla-y-leon|2019|main|116,new182,,,,Castilla y León,2019,aparato-digestivo,main,116,False,c,Ninguna de las respuestas anteriores es correcta.,"En una colonoscopia de cribado se reseca un pólipo pediculado con adenocarcinoma que invade la submucosa, pero limitada a la cabeza del pólipo. Señale el tipo de lesión y seguimiento endoscópico necesario:",Haggitt 0. Colonoscopia a los 6 meses.,Haggitt 1. Colonoscopia a los 6 meses.,Ninguna de las respuestas anteriores es correcta.,Haggitt 2. Colonoscopia al año.,904b2cfe34a0ac2faeba6191a4e7d11030c247d2c3aeb03a6758eee975b09aa4,ad78a874dc46be1bfbceb1814f4064e2a2cdbc6354c566084ffab315158704f0,361,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=d,3,b,0,0,b,0,1,b,0,1,d,0,1
15,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,cc98e950ae41e0e22b75557bc2380c9c662f280d671635d4d74afcb8498a8045,141,b211,galicia|2016|reserva-especifica|108,retained318,,,,Galicia,2016,aparato-digestivo,reserva-especifica,211,True,b,Ninguna de las respuestas anteriores es correcta.,"En relación con la enfermedad celíaca en el adulto, señale la opción incorrecta:","En un porcentaje significativo de los adultos que siguen la dieta sin gluten, las biopsias solo muestran una mejoría parcial, recuperándose más rápidamente el íleon que el duodeno",Ninguna de las respuestas anteriores es correcta.,Se recomienda realizar una densitometría ósea al año del diagnóstico a todos los pacientes adultos celíacos.,"Además de la dieta sin gluten, algunos pacientes celíacos precisan suplementos de hierro, vitamina D, vitamina B12, ácido fólico o vitamina K.",35edcf95759c180d033b4d8a9177d8846bd03902fa6ef888a407be46d7c4721e,4bb6169332122f967b198dbf5fcdbefbe55f363c5bb1cae0423b9603583cf1d7,558,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,3,c,0,1,c,0,1,c,0,0,a,0,1
16,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,d829a86e9ade774e4464f9c1451d8fa886b4aed5e589c9749dfebf2defa73b67,214,b326,andalucia|2021|cuestionario-teorico|31,retained318,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,326,False,c,Ninguna de las respuestas anteriores es correcta.,¿Cuál de los siguientes hallazgos (aisladamente) permitiría establecer con mas seguridad el diagnóstico de síndrome de hipertensión portal secundario a hepatopatía crónica?,Ascitis en ecografía.,Varices esofágicas en endoscopia alta.,Ninguna de las respuestas anteriores es correcta.,Un flujo portal hepatópeto inferior a 20 cm/seg en ecografía doppler.,bf49ecd79dabc7952325f899af645a26af11b2bc660f81c318fc5005e6730294,4d78df46ef016a0b43ed11fcc057e986b2d0e04ab5a1c91449d8e36ac19a8b90,349,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=b,1,b,0,0,b,0,1,b,0,0,b,0,0
17,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,da126fa4d3ffbca75dfe6840f1063bec3011081442f398495b0973fb2e89f50c,494,n176,galicia|2022|main|52,new182,,,,Galicia,2022,aparato-digestivo,main,52,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 45 años que acude a servicio de urgencias hospitalarias tras ingesta voluntaria, con ideación autolítica, de cáustico ácido en grandes cantidades. A su llegada a urgencias presenta mal estado general y dolor torácico intenso tras vómitos constantes durante su traslado en ambulancia. Tras estabilización hemodinámica, se aprecia en analítica acidosis con intensa neutrofilia. Valorado por otorrinolaringología se aprecia eritema y edema generalizado en cavidad oral, manteniendo permeabilidad de vía aérea. ¿Qué prueba diagnóstica debe indicarse a continuación?",TAC toracoabdominal sin contraste.,Ninguna de las respuestas anteriores es correcta.,Endoscopia digestiva alta.,Tránsito esofagogastroduodenal.,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,ea396b929c64b557170da96f74ac33675fbbc018329ca8fbe370c85ecb168541,713,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=a;GLM 5.2=a;Qwen 3.6 35B=c;Gemma 4 26B=c,2,a,0,1,a,0,1,c,0,0,c,0,0
18,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,e4ea3f351cffb2a2cd803df1ec5ee5d880f65e2d44fd95c256870635706780ff,82,b123,illes-balears|2022|caso-6|126,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-6,123,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 62 años con los antecedentes siguientes:

No alergias.

Exfumador: tabaquismo activo desde la juventud hasta los 58 años.

Tosedor habitual.

Consumo diario de alcohol desde hace más de diez años. Consume dos cañas de cerveza, cuatro vasos de vino y dos carajillos al día. El fin de semana toma alguna cerveza más en fiestas y celebraciones y uno o dos gin-tonics.

Dice que no toma drogas.

Dice que no tiene antecedentes patológicos relevantes. No hace controles con su médico de cabecera. Nunca va al médico.
Enfermedad actual: consulta por distensión abdominal molesta, un aumento del perímetro abdominal progresivo de dos semanas de evolución y piernas hinchadas.

Exploración física: bien coloreado, subictericia conjuntival dudosa, arañas vasculares y telangiectasias en el tronco, eritema palmar e hipertrofia parotídea.

Cardiocirculatorio: pulsos rítmicos 90 lpm, soplo sistólico plurifocal, no ingurgitación yugular, edemas maleolares moderados.

Respiración: espiración un poco alargada, algún roncus diseminado.
Abdomen: muy distendido; indoloro a la presión o a la descompresión; sin defensa; matidez en flancos; la matidez cambia con los cambios posturales; signo de la ola; hepatomegalia de tres traveses, lisa e indolora; esplenomegalia dudosa, difícil de delimitar; pequeña protrusión umbilical; no reflujo hepatoyugular.

Radiografía del tórax: elevación de ambos hemidiafragmas.

Radiografía del abdomen: aumento difuso de la densidad, se aprecia perfil hepático y esplénico.

Electrocardiograma normal.

Analítica:
Leucocitos: 3.100/mm³ (3.000-10.000); Hto: 39 % (40-46); Hb: 12,1 g/dl (12-15); VCM: 105 fl (80-100); plaquetas: 105.000/mm³ (150.000-400.000); Quick: 59 % (> 70 %); INR: 1.4 (N 0.8-1.2); creatinina: 1.0 mg/dl; urea: 40 mg/dl; Na: 136 mEq/L; K: 4 mEq/L; urato: 7.9 (< 7); bilirrubina total: 1.9 mg/dl (< 1.3) GOT (ASAT): 105 UI/ml (< 40); GPT (ALAT): 50 UI/ml (< 40); GGT: 480 UI/ml (< 45); FA: 125 UI/ml (< 135); albúmina: 3,2 g/dl (> 3,5).

El resto de la analítica básica es normal.
Ecografía abdominal: líquido libre muy abundante, hígado de ecogenicidad aumentada difusamente, heterogéneo, difícil de ver por la ascitis. Forma hepática

irregular un poco abollonada, macronodular. Vena porta permeable, dilatada. Venas suprahepáticas permeables, no dilatadas. Vía biliar intrahepática y extrahepática normal. Vesícula con litiasis múltiple, no distendida y no edematosa. Bazo ligeramente aumentado de tamaño (15 cm de longitud máxima). El resto no tiene alteraciones. Páncreas no visto por interposición de aire.

Se hace una paracentesis (diagnóstica y evacuadora), y se obtienen 6.000 ml de ascitis.

Análisis del líquido ascítico:
- Glucosa: 120 mg/dl.
- Proteínas: 1,0 g/dl.
- Albúmina: 0,8 g/dl.
- LDH: 40 ui/ml.
- Hematíes: 100 /mm³.
- Leucocitos: 220 /mm³.

¿Qué tratamiento hay que administrar siempre tras una paracentesis evacuadora para prevenir la disfunción circulatoria y la insuficiencia renal posparacentesis?",Albúmina IV siempre.,Ninguna de las respuestas anteriores es correcta.,Expansores del plasma siempre.,"Expansores del plasma, pero solo en caso de que en la paracentesis se evacúen más de cinco litros de ascitis.",b8ab5ff2758445f5182035aa63d4d89940fb563f7473298154772ef7c3e8d31a,7f30a48a8b3b75e326bfe79463901a12366be93080bbef9d2f5f57f5fc571297,3186,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=a;Gemma 4 26B=d,4,d,0,1,d,0,1,a,0,1,d,0,1
19,1,19,4,0,1.00000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,f8c01d8425195de9e8fb5f9a0bb33509ba9eb95999c4df3e0ada1153e0e6ed65,88,b134,illes-balears|2022|caso-6|137,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-6,134,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 62 años con los antecedentes siguientes:

No alergias.

Exfumador: tabaquismo activo desde la juventud hasta los 58 años.

Tosedor habitual.

Consumo diario de alcohol desde hace más de diez años. Consume dos cañas de cerveza, cuatro vasos de vino y dos carajillos al día. El fin de semana toma alguna cerveza más en fiestas y celebraciones y uno o dos gin-tonics.

Dice que no toma drogas.

Dice que no tiene antecedentes patológicos relevantes. No hace controles con su médico de cabecera. Nunca va al médico.
Enfermedad actual: consulta por distensión abdominal molesta, un aumento del perímetro abdominal progresivo de dos semanas de evolución y piernas hinchadas.

Exploración física: bien coloreado, subictericia conjuntival dudosa, arañas vasculares y telangiectasias en el tronco, eritema palmar e hipertrofia parotídea.

Cardiocirculatorio: pulsos rítmicos 90 lpm, soplo sistólico plurifocal, no ingurgitación yugular, edemas maleolares moderados.

Respiración: espiración un poco alargada, algún roncus diseminado.
Abdomen: muy distendido; indoloro a la presión o a la descompresión; sin defensa; matidez en flancos; la matidez cambia con los cambios posturales; signo de la ola; hepatomegalia de tres traveses, lisa e indolora; esplenomegalia dudosa, difícil de delimitar; pequeña protrusión umbilical; no reflujo hepatoyugular.

Radiografía del tórax: elevación de ambos hemidiafragmas.

Radiografía del abdomen: aumento difuso de la densidad, se aprecia perfil hepático y esplénico.

Electrocardiograma normal.

Analítica:
Leucocitos: 3.100/mm³ (3.000-10.000); Hto: 39 % (40-46); Hb: 12,1 g/dl (12-15); VCM: 105 fl (80-100); plaquetas: 105.000/mm³ (150.000-400.000); Quick: 59 % (> 70 %); INR: 1.4 (N 0.8-1.2); creatinina: 1.0 mg/dl; urea: 40 mg/dl; Na: 136 mEq/L; K: 4 mEq/L; urato: 7.9 (< 7); bilirrubina total: 1.9 mg/dl (< 1.3) GOT (ASAT): 105 UI/ml (< 40); GPT (ALAT): 50 UI/ml (< 40); GGT: 480 UI/ml (< 45); FA: 125 UI/ml (< 135); albúmina: 3,2 g/dl (> 3,5).

El resto de la analítica básica es normal.
Ecografía abdominal: líquido libre muy abundante, hígado de ecogenicidad aumentada difusamente, heterogéneo, difícil de ver por la ascitis. Forma hepática

irregular un poco abollonada, macronodular. Vena porta permeable, dilatada. Venas suprahepáticas permeables, no dilatadas. Vía biliar intrahepática y extrahepática normal. Vesícula con litiasis múltiple, no distendida y no edematosa. Bazo ligeramente aumentado de tamaño (15 cm de longitud máxima). El resto no tiene alteraciones. Páncreas no visto por interposición de aire.

Se hace una paracentesis (diagnóstica y evacuadora), y se obtienen 6.000 ml de ascitis.

Análisis del líquido ascítico:
- Glucosa: 120 mg/dl.
- Proteínas: 1,0 g/dl.
- Albúmina: 0,8 g/dl.
- LDH: 40 ui/ml.
- Hematíes: 100 /mm³.
- Leucocitos: 220 /mm³.

Señale la respuesta correcta en caso de que fuese necesario hacer una biopsia hepática en este paciente:","Se puede hacer la biopsia hepática percutánea sin problemas, siempre que sea con control ecográfico.",Ninguna de las respuestas anteriores es correcta.,Para hacer la biopsia hepática con seguridad es necesario administrar plasma fresco y plaquetas.,En este paciente solo es posible hacer la biopsia hepática por vía transyugular.,0b1a98e4f5b9ad7dcfbc8a23e151b197c9f239fe27384d7f48713a1bd65225d3,5c33d66c080a62e0ed6eddd0804802cd953c1cc52779afbec77e0f0b20db8f03,3247,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,3,d,0,1,d,0,1,d,0,0,d,0,1
20,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,059cfb98a0f1ded818172de9a9d00b26847caeb9b392f61ac3fd99dd28cc6f81,429,n111,la-rioja|2021|main|8,new182,,,,La Rioja,2021,aparato-digestivo,main,8,False,b,Ninguna de las respuestas anteriores es correcta.,"En relación con el sobrecrecimiento bacteriano intestinal, es cierto que:","No existe un patrón oro o prueba de referencia para el diagnóstico, por la alta probabilidad de contaminación del cultivo de aspirado de líquido yeyunal.",Ninguna de las respuestas anteriores es correcta.,Se recomiendan tratamientos prolongados con antibióticos (21-30 días) para conseguir reducir la microbiota tanto aerobia como anaerobia del intestino delgado.,"En la mayoría de los casos se observan lesiones en el estudio endoscópico del intestino delgado, como eritema o erosiones.",d2bf47c7aaeb9e45106e0074edfbbd02fd9b918d1f2e68aaad0b7a894db2551e,1d95267bac4a19520f65baf7e7dd74fb179d3d2652a1640be5bf91da0a1b70b5,555,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=a;Qwen 3.6 35B=a;Gemma 4 26B=a,4,b,1,1,a,0,1,a,0,1,a,0,1
21,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,06663bf717dc68c4706b273ee130483183e6eeeca52b5fd5ee4060af2de513fd,123,b184,navarra|2022|reserva-casos-clinicos|109,retained318,,,,Navarra,2022,aparato-digestivo,reserva-casos-clinicos,184,True,d,Ninguna de las respuestas anteriores es correcta.,"Estás de guardia y te avisan desde Urgencias donde están valorando a una mujer de 67 años que ha acudido por presentar, en las últimas 3 horas, 2 deposiciones de características melénicas. Son las 22:45h.
En la analítica presenta: Hemoglobina 7.8 g/dL, urea 69 y Creatinina 0.9mg/dL. El resto de parámetros están dentro de la normalidad.
Rehistoriada la paciente refiere ingesta de ibuprofeno en los 3 días previos por un dolor en un molar. No tiene antecedentes médicos de interés salvo una dislipemia bien controlada con estatinas y es alérgica a las quinolonas. Fuma unos 15 cigarrillos cada día.
En la exploración física la TA es de 118/65 mmHg y la FC de 86 lpm. La paciente está eupneica y algo pálida. La auscultación cardio-pulmonar es normal y en la exploración abdominal refiere molestias a la palpación profunda en región epigástrica

Pregunta de reserva Caso Clínico numero 1: Cuál de las siguientes afirmaciones es INCORRECTA en relación a la prevención de las úlceras por AINEs:","Misoprostol reduce el riesgo de úlcera asociada a AINEs, independientemente de la dosis",Más del 30% de los pacientes que toman misoprostol lo suspenden por efectos secundarios,La prevención de las complicaciones ulcerosas sólo se consigue dosis más altas de misoprostol,Ninguna de las respuestas anteriores es correcta.,d6512385adf15cf2c4aef1ae29d323ad80b236491563a6030e03f3a08b7d07c3,faebe158a51d6d9a2bcfc5f903edfeabbdc0c2814d232fea32182e2cae52caa4,1308,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=a;Qwen 3.6 35B=a;Gemma 4 26B=c,4,d,1,1,a,0,1,a,0,1,c,0,1
22,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,0c54b55feb9b2629cde9968201a18fd4085edcc5f90fa78693a01265e4bb56d9,94,r010,andalucia|2022|cuestionario-teorico|74,replacement22_2026-08-04,r010,b147,c0381,Andalucía,2022,aparato-digestivo,cuestionario-teorico,74,False,b,Ninguna de las respuestas anteriores es correcta.,"Mujer de 27 años, sin antecedentes, consulta por dolor epigástrico y náuseas de 3 meses de evolución y pérdida ponderal de 4 kg. Analíticamente destaca Hb de 13 g/dl, leucocitos de 13.000/mm3, amilasa 190 U/L y lipasa 45 U/L. En un TAC de abdomen se observa una masa sólido-quística, heterogénea de 5 cm de diámetro situada en el cuerpo del páncreas, encapsulada, que comprime vena esplénica desplazando la arteria esplénica. ¿Cuál es el diagnóstico más probable?",Neoplasia mucinosa papilar intraductal.,Ninguna de las respuestas anteriores es correcta.,Cistoadenoma mucinoso quístico.,Cistoadenoma seroso microquístico,52da835565b44f8179eda8a15fe2499264052df7e3864003daa63513f49372e9,f536980ec518e4c56aa399fcb0cbeb976d6b9d20e5ab1f2aded12b975ddf3bf6,615,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,b,1,1,c,0,1,c,0,1,c,0,1
23,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,11be7a308ca00a11e57c8cbe68bead1930c7040d213e16a122f5fbf46264d396,325,n007,andalucia|2021|reserva|153,new182,,,,Andalucía,2021,aparato-digestivo,reserva,153,False,b,Ninguna de las respuestas anteriores es correcta.,"Una mujer de 29 años acude a urgencias con dolor abdominal, náuseas y vómitos. Ella reconoce haber tomado una cantidad indeterminada de paracetamol aproximadamente 12 horas antes de la admisión. ¿Cuál de las siguientes opciones implica el peor pronóstico?",GOT 6000 UI/l.,Ninguna de las respuestas anteriores es correcta.,INR 3.,Encefalopatía hepática grado 2.,a962a3820002136c6add6c9ab55a4c5c57cc9ff484fe0a900c917660029c3663,61e84bf025ccf853c1051fa040ddaba61dbce8f052dbe18ea5a01ef9b681da80,355,Gemini 3.6 Flash;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=b;Qwen 3.6 35B=d;Gemma 4 26B=d,3,d,0,1,b,1,1,d,0,1,d,0,0
24,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,15f6d904047aadf8f0250ad0747d706daa48f90751cda0f68031b568f77d638b,148,b223,aragon|2020|reserva-especifica|102,retained318,,,,Aragón,2020,aparato-digestivo,reserva-especifica,223,True,d,Ninguna de las respuestas anteriores es correcta.,"En relación con la biopsia hepática, ¿cuál de estas afirmaciones es INCORRECTA?:","Los estudios controlados no demuestran que la biopsia con control ecográfico ~~reduzca~~ la mortalidad, pero sí la incidencia de complicaciones graves.",La indicación fundamental de la biopsia transyugular (BTY) es la presencia de una alteración grave de la coagulación.,"La eficacia diagnóstica de la BTY es muy elevada, lo que permite obtener un diagnóstico histológico correcto en cerca del 80% de los pacientes.",Ninguna de las respuestas anteriores es correcta.,3bd308c437cc6aa518d365fab97f24b424277568f16bb9f00d0e7fd3731e1540,c34a4b7ef4ef81fb834fda7e0124071940bb9eb7b2a15e802ce2607851ded8fd,540,Gemini 3.6 Flash;GLM 5.2;Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=d,4,c,0,1,c,0,1,c,0,1,d,1,1
25,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,1a803b4b0a64b6667b04db3754530f5a293c870625ac4eda3d4f0a91941d88cd,149,b224,comunitat-valenciana|2022|main|24,retained318,,,,Comunitat Valenciana,2022,aparato-digestivo,main,224,False,c,Ninguna de las respuestas anteriores es correcta.,Según las recomendaciones de la European Society of Gastrointestinal Endoscopy (ESGE) sobre la ecoendoscopia terapéutica ¿Cuál es el tiempo óptimo que debe transcurrir antes de realizar una CPRE transgástrica dirigida por ecoendoscopia después de la colocación de una prótesis de aposición luminal?,Al menos 2 días.,Al menos 5 días.,Ninguna de las respuestas anteriores es correcta.,Al menos 10 días.,8e98e5c8b3800c36a6c4df0b5fadaacef5d92c084c83271fa8827039b11dc440,e582dded764ef6f0222337c6ce032ce43f5067d3cfabb76b41574564e7d816e2,396,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=d,3,c,1,0,d,0,1,d,0,1,d,0,1
26,20,67,3,1,0.75000000,INVARIANT_HARD_CORE,False,openrouter_B-hard200-v1|,1dc29cea31d94ee0f33ef14c34f245972bd40762bcc8018be58f4ee02bfabb1f,120,b181,navarra|2022|caso-clinico-3|106,retained318,,,,Navarra,2022,aparato-digestivo,caso-clinico-3,181,False,b,Ninguna de las respuestas anteriores es correcta.,"Varón de 65 años con antecedente de cirrosis hepática por VHC genotipo 3 (nunca tratado), sin otras comorbilidades, que ingresa por hematemesis. Se realiza gastroscopia visualizándose varices esofágicas grandes, una de ellas con sangrado activo y dos de ellas con extensión a curvadura menor gástrica. El paciente no presenta ascitis ni fiebre y desde el punto de vista hemodinámico tiene TA 100/60 mmHg, FC 75lpm, SatO2 94% FiO2 21%.
Analítica: Hemoglobina 8,5 g/dL, plaquetas 78 x 109/L, actividad de protrombina 52%. Creatinina 0,98 mg/dL, Sodio 129 mmol/L, bilirrubina total 3,1 mg/dL, albúmina 32 g/L. AST 125 U/L, ALT 101 U/L.
Serologías: IgM e IgG VHA negativo, HBsAg negativo, anti-HBs positivo, HBcAc total positivo, VIH negativo.
Ecografía abdominal: Hígado con contornos nodulares y aumento de la ecogenicidad hepática con aspecto granular, sugestivo de hepatopatía crónica. No se objetivan lesiones focales. Vena porta de calibre normal con flujo hepatópeto. Esplenomegalia homogénea de 17,5 cm. Circulación colateral en espacio esplenorrenal. No líquido libre intraabdominal

A los dos meses del ingreso es valorado en consulta encontrándose el paciente asintomático, sin ascitis, edemas ni encefalopatía. En la analítica de control presenta: bilirrubina 1,2 mg/dL, albúmina 4,1 g/dL e INR 1,2, RNA-VHC 2600000 UI/ml. ¿Qué opción de tratamiento sería la más adecuada para la infección crónica por VHC?",Sofosbuvir+velpatasvir+ribavirina 24 semanas,Ninguna de las respuestas anteriores es correcta.,Glecaprevir+pibrentasvir 16 semanas,Grazoprevir+elbasvir 16 semanas,1d5ad93e705a7668533a8784c8875c95c4fdfb5ecacb12bbe385109703a6ebd4,e19b5ab725276fd35e2d58b22a4a387f626b6595fef96be0dd3e90853f7e038d,1573,GLM 5.2;Qwen 3.6 35B;Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=c,4,b,1,1,c,0,1,c,0,1,c,0,1
